index,filename,poster,title,post
3491,28620page120121213024216411126.html,/profiles/PA97IHVNBHD2L6Q/,SALE NOW OVER.,DONE>
3492,28622page120121213024528171007.html,/profiles/PHF5GQD8SAD2LRU/,"Nothing to see, move along",Request Deleted
3493,28623page120121213023950824924.html,/profiles/PHFP13C56FD2BL8/,Looking to trade artifact pieces.,"I have this mirror piece: www.glitch.com/items/collec...

Looking to trade for:

This chicken piece: www.glitch.com/items/collec...

Please message me in game if you would like to make this trade.  Thanks :D"
3494,28626page120121213021912419978.html,/profiles/PHVBVATD8K82316/,48 hour auction - Retired Game Ticket,"One Retired Generic Game Ticket
cl.ly/image/2B2U163k1O1F
(no longer available in the game)

Highest currant bid or the first completed Wooden Apple or Magical Pendant offer wins.
48 hrs. Yes sir. Uh huh."
3495,28631page120121213024618643183.html,/profiles/PM1H4VJ4ED22MV5/,Gnipperite Gnecklace for sale / trade!,"Offers please here, or IM ingame.

Thanks."
3496,28633page120121213021207228237.html,/profiles/PHV2BEVG9J72SV7/,Is anyone...,"is anyone willing to change one of my lamps into a pumpkin lamp? its free for subscribers only, but im not a subscriber. i will pay you too. :) ( i thought this would go into market place cause im paying, if not correct me plz. :P )"
3497,28646page120121213021811693932.html,/profiles/PHVAN0R6UK8249B/,Selling Piece of Butterfly Bone Hair Clip #3,"I'd prefer currants, but will also accept various beads. I'm not sure what it is worth, so make an offer!"
3498,28651page120121213021857523731.html,/profiles/PUV3OPF597D2D8R/,BEAD TRADING: You wanna Tiger Eye or Caiyotite?  I wanna Ouzian!  We both wanna trade!,I have some Red Tiger Eye and Caiyotite beads I am looking to trade for some Ouzian.  Anyone looking to trade for either of those in the reverse?  Reply here or IM me :D
3499,28652page120121213022358621757.html,/profiles/PUVBLMPPSK93OH2/,Looking to sell 3 Gnipperite beads,"Anyone have any idea what they are worth? Last time I got a bead like this, the auction price was way too high.

I REALLY don't want to repeat what happened last time I got a bead (I ended up putting it up for auction overpriced, only to have no one buy it and lose 35k in the listing fee) so let me know if you are interested in one (or more) of them."
3500,28653page120121213023010480868.html,/profiles/PUVE9KK5JDG2LAL/,"looking to trade beads for beads--- I have nyanite, need gnipperite.",IM me or send me a mailbox message if interested. 
3501,28668page120121213022217036538.html,/profiles/PIFLVP8MQL53773/,Trading and Selling THESE artifact pieces:,"--Piece of a mirror with scribbles on it piece 2
--Bead of Caiyotite Necklace
-- Bead of Red Tiger Eye Necklace

This discussion will be edited with new offers probably weekly or something, because i don't want to make a new discussion all the time. I will probably make a new one when this gets BUMPED down enough :D                                                                                                        ~~Aubs~~"
3502,28669page120121213021647099501.html,/profiles/PHV743NBODC2PRG/,Offering: Piece of Fake Nose Made in China 2 (for currants or trade),"I would like to sell or trade my Piece of Fake Nose Made in China 2.  It is this piece:

www.glitch.com/items/collec...

400k currants (or best offer, I'm just going off of Glitch Remote at the time of posting this)

I'm also happy to trade for another artifact piece or multiple beads.  Respond here or IM me in game.

Thanks!"
3503,28671page120121213020557448035.html,/profiles/PUVUFSA7CTH254G/,"Bead trading! Want Nyanite, have Tiger Eye and Ouzian!","Just like it says on the tin. Catch me ingame by IM or post here!

-K"
3504,28672page120121213030747723506.html,/profiles/PUVB13LSIRI2JVO/,Looking for Chicken Brick #2,I'm looking for the Chicken Brick 2 and can offer a spork handle.
3505,28688page120121213020708584261.html,/profiles/PCREA6UUINS1JFL/,Done :),Ty :)
3506,28689page120121213031804112417.html,/profiles/PUVTJ95EO3A3J7V/,Selling 4 artifacts (including a large mysterious cube) and some other stuffs,"http://www.glitch.com/snaps/PUVTJ95EO3A3J7V/138134-e3330be58d/ This is everything I am selling on display.

The wooden apple is 2.5m
The glove is 1.5m
The spork is 1m 

This is as low as im willing to go on these items, they are the lowest on remote and the parts cost more than the full artifacts do...

The large mysterious cube on the other hand - im open to negotiation on, at the moment it seams like I am the only one selling one - Leave me an offer for it here or contact me in game and we can arrange a deal.

I am also selling:

A factory defect chick - 2,350,000c
spoiled strawberry seeds - 50,000c 
tree poison antidote - 150,000c

Everything is in my towers lobby if you are interested in buying anything from me.

Thanks for reading!"
3507,28691page120121213030319340953.html,/profiles/PIFSMKNBOG63N0R/,(CLOSED)Looking for Wooden Apple Piece nr. 3,ty :)
3508,28722page120121213025451180394.html,/profiles/PUVSR01EJCG2G0N/,Selling Ton of Random Furniture,"See the pic. All priced at 1k per credit.

www.glitch.com/snaps/PUVSR0..."
3509,28727page120121213030319466001.html,/profiles/PUVT4G8H1IB3FQA/,Trading a few artifacts,"So I'm looking to complete another artifact and I'd love to trade a few pieces I already have to get some that I don't.

These are the pieces I'm looking for.
 
Piece of fake nose made from China 2
Piece of woolly glove darned with a metal finger 1

What I can offer as trade.

Piece of wooden apple 1
Piece of fake nose made from China 1 (my only piece, so I'd only like to swap it for the glove piece)

You can find my in game or just reply here if you'd like to trade :)"
3510,28732page120121213021256512464.html,/profiles/PUVDSDIGE1A391G/,SOLD,"Sold, thanks. :)"
3511,28759page120121213021108627992.html,/profiles/PUVJ86DSLSM2BDC/,Selling a Fake Nose Made of China!  And other pieces for sale :0),"I have for sale....

A Fake Nose Made of China
Piece of Chicken-Shaped Brick [1]
Piece of Wood Apple [2] . . . . . . . . . [On hold for 425k]
Bead of Caiyotite Necklace

If you are looking for any of these pieces to complete your collection please message me with your offer!  I will be happy to trade items too, just not any beads and specific artifacts."
3512,28768page120121213024734171692.html,/profiles/PCRQAPUF2OS1E8L/,"Looking for a cactus chair. Offering complete Wooly Glove artifact or complete Magical Pendant, more items or currants as negotiated.",That is all. :)
3513,28778page120121213024102711433.html,/profiles/PUVE2RBU3MB3A2M/,Well nevermind then. :),"Looking to buy one of each of the carved pumpkins! If you have extras you need to offload, please?"
3514,28809page120121213021854256873.html,/profiles/PUV49PF4QVF2OMB/,All Sold  noting  here,"Hi  have a  few  sets  25k for  set of  5

                    http://www.glitch.com/snaps/PUV49PF4QVF2OMB/144282-853668fcc3/

Let me know  if  any one wants  any  there in towers  on first  floor  if  you need to see them :)

     They are a  set  of  5  one  of  each    there also in my Ro0k room  for display to see

              Thanks  have a  great  day  Pinkie"
3515,28830page120121213020735438147.html,/profiles/PUVBKN54PRE2VUI/,"Gone, thanks!",in my tower. Thanks for looking!
3516,28834page120121213023111879044.html,/profiles/PUVRCSIUDOG20NJ/,For Sale- Piece of Magical Pendant- on Auction,"Piece of Magical Pendant #1 is selling for 700,000c

http://www.glitch.com/auctions/PUVRCSIUDOG20NJ/5094694a/"
3517,28839page120121213020540238414.html,/profiles/PUVSR01EJCG2G0N/,[Closed] Complete Magical Pendant Artifact Auction,Closed
3518,28862page120121213024734031014.html,/profiles/PHVLQ8CSCB52UUB/,Buying TP Scripts to Regions for 1000c each.,"Any street would do, preferably somewhere in the middle of the region or a hotspot.

The regions are: 
Fenneq
Firozi
Haoma
Jal
Lida
Nottis
Ormonos
Vantalu

If 1000c seems unfair, leave a comment below. Once you have acquired the script, post it on auctions and leave a link below. 

- King of Lazy"
3519,28866page120121213022249189300.html,/profiles/PUVF7TDOFA93ATH/,Vintage Trunk Upgrade,"Hi guys. Hope it's ok to post this here. I'm looking to purchase a small cabinet with a Vintage Trunk upgrade, or just the upgrade itself. I've heard the standard price is 1k per credit which I'm fine with. Thanks!"
3520,28874page120121213025711311413.html,/profiles/PUVBKN54PRE2VUI/,"Gone, thanks!",in my tower. Thanks for looking!
3521,28911page120121213022519949330.html,/profiles/PUVL92I9TBG2H4O/,Would like to buy: Stanley tree stump coffee table = 25credits (will pay 50k),SORTED THANKS
3522,28913page120121213021437378662.html,/profiles/PUVE9KK5JDG2LAL/,"CLOSED----trading philosopher dolls--i have ludwig, looking for ayn rand doll.---Closed--",im me or send me a mailbox message if interested. 
3523,28915page120121213025000461285.html,/profiles/PUV17K94VTG2R12/,Fake Nose Made of China piece for sale! (sold),Edit: Gone now! Thanks to the lucky buyer!
3524,28919page120121213030900844857.html,/profiles/PUVSVMTPFIJ2M6B/,Love Fish?  Hate Fishing?  Fish Exchange for Tree Harvests,"Hi

If you would like some fish but are not good at fishing, or don't enjoy it, then maybe you might like to swap with me.

I am offering to swap 10 fish for 250 beans/spice/cherries/bubbles, whatever you like.

Would prefer to swap with people who can't/won't fish, but the offer is open to all."
3525,28928page120121213030826894542.html,/profiles/PA9G8I2SEJD27U9/,Cactus chair and Ro0k furniture SOLD,"Hi,

cactus chair, ro0k wall lamp and chair. I have no interest in trading items. Please make only reasonable current offers, although I am still finding out how much they are worth. ;-)

Please note that I live in an european time zone. :)

Thanks
Hackepeter"
3526,28943page120121213030710475072.html,/profiles/PUVF3FA7F6B3UFD/,selling a spork. any offers?,im open for similar value trades as well :)
3527,28949page120121213025405944570.html,/profiles/PUV12372HD83L54/,*SOLD*Selling moving box,"Im selling my moving box and anyone want to purchase it? I will accept currants and items.
Leave your offers below :)"
3528,28956page120121213025011027774.html,/profiles/PUVSR01EJCG2G0N/,[Closed] Complete Caiyotite Necklace Auction,Closed
3529,29018page120121213021421263204.html,/profiles/PHV3SOHNMB52ELG/,.,.
3530,29020page120121213031533586850.html,/profiles/PHFTTPBQ52D2EAM/,Looking for Draught of Am1cabillity,I'm looking for one of these. Let me know if you want to sell one and even you don't have one to sell if you know roughly what they normally go for that would also be appreciated. They seem to range from about 6k to over a million.
3531,29021page120121213031905745056.html,/profiles/PHFS39PTU4D2OTR/,TRADING! I have Manuscript #3 and looking for Chicken #2/3/4,*bump* because it was completely updated to something else :)
3532,29037page120121213031506936166.html,/profiles/PHFP13C56FD2BL8/,Complete Nyanite Necklace for trade!,"I'm looking to trade my complete Nyanite Necklace for two artifact pieces.  At least one of them has to be a piece I still need, which are the two Butterfly clip pieces that are the bone parts, and the two paper parts of the torn manuscript.

Thanks :D"
3533,29038page120121213023944197422.html,/profiles/PUVBFKGAR9G2SOQ/,Piece of Chicken Shaped Brick #1 and Piece of Butterfly Bone Hair Clip #1 for sale!,"I have 2 extras that I would like to sell! 

250,000c for the chicken shaped brick piece. 

1,000,000c for the butterfly bone hair clip piece. 

I'm open to offers and trades too! :D"
3534,29043page120121213021408289557.html,/profiles/PM1DM7LBVA02ABN/,"Looking for Nyanite beads; trading Red Tiger Eye, Ouzian, and Gnipperite","Hi!

I currently have 15 Nyanite beads and I'm hoping to get some more so I can complete the necklace.

I have the following beads I can trade for Nyanite:

2 Red Tiger Eye beads
1 Gnipperite bead

Post here or message me in the game if you are interested! :)"
3535,29045page120121213022702878807.html,/profiles/PHFBIK7CTED23DH/,Need Rook and Rube Cubimal to Finish Collection. Will trade feat rewards!,"Hey everyone! I just need the Rook and Rube cubimal to complete my series 1 collection, but do not have enough currants to just buy them outright. I have the following items to trade:

Piece of Chicken-shaped Brick piece 4
Piece of Wooden Apple piece 3
Piece of a Mirror with Scribbles on it piece 2
Piece of Fake Nose Made of China piece 1
Bead of Red Tiger Eye
2 Beads of Ouzian
Bead of Nyanite
Bead of Gnippernite
Various common and uncommon cubimals from series 1 and 2

I know this is a long shot, since the Rook and Rube are extremely expensive and rare, but if there is any interest please let me know here or send me some mail and we'll make a trade.

Thank you!"
3536,29047page120121213023833076827.html,/profiles/PHFRJ945A3D2FMO/,Possibly One of the new Rarest Items?,"So I stumbled across this the other day, figured I would share it and see if anyone was interested:

Old Grade AA Earth Block - Now Retired/Converted

Basically, the Grade AA Earth Block works in the exact same way as the new Urth Block, all texts, all functions, everything are the same. Except, for as you can see, it still shows as 'Grade AA Earth Block' in the description field shown in the photo above. 

The only reason I say this could now be one of the most rarest items is, I have never seen anyone post this for sale. It's been like 6-12 months since the change has occurred, and I would imagine that by now, the majority of the Glitch community has sold or used these retired kind. 

------

I am currently accepting bids for one (1) block. (not all ten like the pictures shows), just 1 of these retired Grade AA Earth Blocks. 

-----

Bidding starts at 100k. "
3537,29056page120121213031823400948.html,/profiles/PUVKMVKGUCG2PM3/,Buying Greeter Stick,"I've offered to a couple of people who said they wanted theirs off their hands - haven't heard back, so I'll make a general one. I'd like to buy a Greeter stick. My offer is 200k. Not really sure what the going price is, but since every new player theoretically gets one, this seems like a good deal to me.

IM me if you're interested or mail me if I'm offline."
3538,29059page120121213025447944798.html,/profiles/PHFRJ945A3D2FMO/,(edit) Dusty Stick is now SOld,*so dusty*
3539,29094page120121213030953692930.html,/profiles/PHFRJ945A3D2FMO/,"I have 41,647 Planks and am looking for a partner to make a crap ton of wall segments.(edit-Partner Found)(Closed)",Please IM me so we can discuss details. Thanks!
3540,29123page120121213030913959182.html,/profiles/PCRP8GQE1OS1AJH/,"ENDED SOLD Friedrich Nietzsche Doll for Sale 340,000 c","Not sure what the going price is.

Gruffy"
3541,29145page120121213025913591944.html,/profiles/PHFOSFVBC4D2JAT/,Artefacts and Cubimals,"Artefacts and Cubimals for sale at my still nooby tower!

Enjoy!
Ligeia :)"
3542,29148page120121213020748802567.html,/profiles/PUVQEB5OE6H22K9/,Trading: Piece of Torn Manuscript #3,"I'm hoping for Rook + Rube cubimals.

I'll be in game for the next 5 hours or so and contactable through mail afterwards."
3543,29152page120121213025953388215.html,/profiles/PHV3J76JGS62RF5/,Looking for Yeti #3?,"Cos I have got him, I will trade for #6 or #36.  Or if you don't have either of but love the number 3-we can talk :) "
3544,29159page120121213021902275524.html,/profiles/PUV1PG3UA2E35MH/,Beds,Hi I was wondering if someone was able to make a One Direction (1D) bed for me. I'm quite the Directioner lol. Anyway i was just wondering. If not possible that's ok. Bye thx ^-^
3545,29169page120121213025923392518.html,/profiles/PHFM4C8NB4D2UQ0/,teleportation script to the plexus,"i've  got a script to the plexus.
it doesn't work.  apparently the plexus doesn't technically exist. thats what i'm told when i try to use it.
i'm thinking that this is kind of rare?

anybody want this?

trades/offers?"
3546,29188page120121213025255886876.html,/profiles/PUVN8TAT4EF2QK8/,Looking for Firebog or Rook furniture,Anyone selling in their towers? :)
3547,29197page120121213020715430595.html,/profiles/PUVCC6UNOHC3LS5/,[FOUND] Firebog fishbowl?,"I've been looking for a firebog fishbowl forever, but they don't seem to be available any more as an upgrade to the tabletop decoration.  Does anyone have one they're willing to sell me, or is anyone willing to trade?

I have 3 beads of caiyotite necklace that I'm willing to trade, as well as cubimals (piggy, chick, butterfly, and frog, as well as rarer cubimals from series 1 that I'm willing to negotiate on.)  I also have a wood tree bean, several musicboxes, and four crabpod headphones, as well as emblems from every giant but humbaba."
3548,29203page120121213022947597231.html,/profiles/PUVMCBIC7JG2RDN/,Trading Chicken #4 for Apple #3 or #4,Just looking for a straight up trade: one piece of apple for one piece of chicken.  Thanks!
3549,29208page120121213025734492038.html,/profiles/PUV88788NNP2Q4L/,Selling - Complete Music Box Collection,"Hey there, like the title says, I'm selling all the Music Boxes currently in existence in one convenient set. This does not include the Musicblock GNG. A list of the Music Blocks I am including are listed below...

DG-1     BB-1     DB-1     XS-1     DR-1
DG-2     BB-2     DB-2     XS-2     DR-2
DG-3     BB-3     DB-3     XS-3     DR-3
DG-4     BB-4     DB-4     XS-4     DR-4
DG-5     BB-5     DB-5     XS-5     DR-5

Please don't hesitate to offer if you are interested. <3"
3550,29210page120121213020608045785.html,/profiles/PUVJMB9UG8D2JKB/,"Buying- A master list of the Cubimals, Rares, and Artifacts I am purchasing","Hello, hello all! I am buying the following items.

Please post which item you have and the price, or mail me in game :)!

Artifacts:
Butterfly clip (pieces 1-4)
Spork bottom (piece 1)
Mirror pieces All (pieces 1-5)
Mysterious box All (pieces 1-5)
Nose pieces (1-2)
Gnippernite beads (19)
Tiger eye beads (19)
Nyanite beads (17)
Ouzian beads (22)
Caiyotite beads(17)

Cubimals:
*Note I will buy ALL cubimal boxes for 4k each*
Series 1:
Rook
Rube
Series 2:
Hell bartender
Purple Scion

Rares:
Strawberry seeds
Tree antidote old
Tree poison old
Glitchmas yeti(imported and 2010(its a long shot i know))
Spigot
Factory defect chick
Rube potatoe
Game server (? how does one obtain one?)"
3551,29226page120121213021058936834.html,/profiles/PHFRJ945A3D2FMO/,WANTED: 200 Plain white sdbs. Please post your offer(CLOSED),Thanks.
3552,29244page120121213025820837656.html,/profiles/PIFSHNNQ2T53RCJ/,END OF THE WORLD FINAL SALE,"Due to the announcement of the end of Glitch, there are tons of free things on my street and prices are halved or more in the tower! Everything must go and I'll cut the prices further if things don't sell."
3553,29247page120121213021746012363.html,/profiles/PA9BOM42OVD28JC/,Philosopher Doll (or anything rare) for 500k? (Closed),"My plan to get a million currant trophy has gone bust. I don't know the going rate of these things, but it'd be nice to own one before the game is over. I also have one of each bead.

Any takers?"
3554,29269page120121213020513915979.html,/profiles/PA9KSHKB0PD2PFD/,The Mayans were right sale!,"All items in my tower going for 3, 33 or 333 currents.  Mostly furniture and some cubimals."
3555,29272page120121213022931247309.html,/profiles/PUVI4EDKGAJ207T/,Quest Complete: Looking to trade for butterfly skeleton comb parts,"I need the smaller case piece and the bony white part. I have parts of the chicken brick, nose, glove, mirror, manuscript, and some beads.

Thanks for reading.

*sigh*"
3556,29303page120121213025144031629.html,/profiles/PUVCK0THA3J2RTL/,"Selling Artifact Pieces, hoping to buy a GNG before the end.","Thank You Sumi for selling me the GNG <3
Selling:
Piece of Woolly Glove - thumb bit - 390 000c
Piece of Spork - Handle - 990 000c
Piece of Fake Nose - bottom - 200 000c
All in my tower."
3557,29304page120121213022154090377.html,/profiles/PHVH3D3KFJ92PUJ/,"Need to get all the Artifacts, Rares and Items in one Tower","Taking Donations of:
Any and all Artifacts and Parts...
1 of every Common in game item , not including Furniture and Games, and Keys (Completed)
Music Blocks(Completed)
1 of each type of Permit
1 of each bag, storage, spice rack, element bag, Alchemist kit, etc.
1 of each Tool (Completed)
1 of each Emblem(Completed)
Uncommon Trophy Pieces
Rube Potato
GNG (Completed)
Dusty Stick
Crab Headphones
Defective Cubimal Chick(Completed)
Rook, Rube,Scion Cubimal
1 of each Philosopher Doll (Missing Neitzche)
1 of Each Food & Drink(Completed)
Shelves & Counters & Tables(No longer Needed)
Old Tree Poison and Antidote
Contraband
Spigot (Completed)
Small Shiny Object with No Intrinsic Value (Completed)
Moving Box
Llmenskie Jones
Million Dollar Trophy
Steve the Pumpkin
Glitchmas or 
Platinum Spork (Completed)
Large Mysterious Cube (Completed)
Wooden Apple  (Completed)
Woolly Glove Darned with a Metal Finger (Completed)
Fake Nose Made in China (Completed)
Chicken Shape Brick (Completed)
Gnipperite Necklace (Completed)

Looking for these Artifact Pieces:

Torn Manuscript
Butterfly Bone Hair Clip
Magical Pendant
Caiyotite Necklace
Nyanite Necklace
Ouzian Necklace
Red Tiger Eye Neckalce

I have the bottom piece of the China Nose, some extra Gnipperite Beads, a Chicken Head, metal Finger from the Glove, wanting to trade for the missing artifacts
Also wanting to know if you would be willing to let me borrow items to take snaps, if i cant complete the collection:

Bring Potions and Games and  Party Packs.....for the celebration!"
3558,29332page120121213031233956547.html,/profiles/PHF624MH10D2RFE/,COMPLETE //  Search for Cube pieces  //,Thank you so much to epid and 'Zad the Destroyer for helping me complete the Cube!!!
3559,29353page120121213021020516082.html,/profiles/PUVT9D3V0PL2QTC/,[FOUND] Glitchmas Yeti Wish,"So since the end of the world is approaching, I am hoping to fulfill my one remaining Glitch wish, which is to own a Glitchmas Yeti. I have some currants, I have some other collectible items. I know this is insufficient for a yeti, but if you have one that you no longer need, I would absolutely love to have it.

Hugs and kisses,
Yeti"
3560,29356page120121213030121718431.html,/profiles/PCRA67IB8LL1MCE/,Looking to hold every item before close! Only 33 items left now!,"Hi all.

I have a few things I'd love to do before the end of Glitch and one of them is to hold every item in the game. As far as I know the SB-1, the T-1, and the Admin Star are the only three I'm missing. There may be more, and if I discover them I will add them to my list. I know this is highly unlikely to happen but if you have any of these I would love to just hold them briefly and hand them straight back again. Please let me know if you can help me meet this goal.

Thanks!!!!!!

Items Needed (edited):

* Juju Trowel
* Draught of Wisdom
* Rocky Regeneration Potion
* Pareidolic Giant Image on Toast
* Stoot Barfield Pullstring Doll
* Ticket to Aerial Boost
* Ticket to Drafty Uplift
* Ticket to Updraft
* Cloudhopolis Ticket
* Ticket to Paradise
* Ancestral Paperweight
* Mountaineering Permit
* Junked Tool Part
* Alphabet Soup Potion
* Craftybot Lesson Voucher
* Star-jingler-mid
* Star-jingler-low
* Treasure Map
* Secret Juju Hint
* Batterfly Bounty Booster Bar
* Strange Note
* Test Item 2
* Home Street Ticket
* DCPU-16
* Lantern
* Cornucopia of Crops
* Cornucopia of Herbs
* Signpost Permit
* Monster Bash Party Pack
* Party Pack (regular version no type)
* Phreaky Philter"
3561,29407page120121213030443403934.html,/profiles/PHFU9TB1JVC2JE6/,Trading street trophy pieces,"UPDATED:

Rock trophy completed!

I have the following pieces:

Dirt piece 2
Dirt piece 5

Wood piece 2
Wood piece 3
Wood piece 5

Earth piece 1
Earth piece 3

I'd love to be able to complete a trophy or two if anyone would like to arrange a few trades!"
3562,29413page120121213024953974462.html,/profiles/PUVI8F427GF2E9J/,[closed],"This offer has closed, thank you."
3563,29429page120121213030737250803.html,/profiles/PCRGJCBV0GV1ERJ/,Giving..,"I have these.. and will give them to you.. just tell my why you would like to have the item in question.  I will mail it to the first Glitch that it seems to be meaningful for.  Please pardon the hanging participle.. no wait!  I never got one of those.. LOL

1 Pysanka Egg
1 Golden Egg
1 Senor Funpickle - Given
1 Dusty Stick - Given and on the move!"
3564,29433page120121213025836968745.html,/profiles/PUVFPTBQU7D2GI3/,Desperately Seeking Manuscript Piece 4,"I've been holding on to Piece Of Torn Manuscript #2 and #3 for ages, hoping more would surface in future feats... but alas, Glitch is no more, and i'm left with two and a half artifacts. I really want to get three so i can get one more badge before the end.

I am willing to trade an Antique Spigot, a complete Spork artifact, and a complete Woolly Glove artifact. I can also probably scrape up currants and/or other items.

Thanks so much!

edit: thanks to the generosity of tofuchan, i'm now only missing one piece!!!"
3565,29444page120121213031010543040.html,/profiles/PUVT5TK2G6D28QU/,"Longshot - looking for ... nothing any more!!  (well maybe an original Yeti) All completed, thank you!","Looking for - 

Nothing!! Well an original yeti perhaps, SB.1, T-1
But I have completed the artifacts :)

Thanks to all the beautiful Glitchen out there "
3566,29452page120121213021902197370.html,/profiles/PUVS2L05QPF2N3H/,Selling - Cubimals and artifacts. to fund a need for rook and tool vendor cubi [CLOSED],"Hi

i really want to get aatleast one of the cubimal collector trophies before the end of Glitch. I only need the Rook for series 1 and the Tool vendor for series 2.

To fund me buying all these cubi boxe to try and get them i am selling all my extra cubis for rock bottom prices. plus all my artifacts i have. (beads, spork pieces, mirror piece)

Please look in my tower at the artifact pieces and let me know if you want some of them.

help me get a trophy!!

thanks"
3567,29454page120121213023042555475.html,/profiles/PUV2831ETFB3LS5/,Have: Misc beads. Want: Enough of one type to make a necklace.,"I have 5 cayiotite, 4 gnipperite, 8 nyanite, 1 ouzian, and 8 red tiger eye beads. I'd like to get enough beads of the same type to get a necklace, but I don't much care which one. I've given away most of my other possessions, including the artifact pieces I had. Anybody want to trade?"
3568,29456page120121213024320450923.html,/profiles/PA9SGIV1AUD2PNL/,Senor Fun Pickle [SOLD],"I have one for sale...offers???

currants, beads, artifact pieces accepted!

Edit: Thanks for the offers!!! :D"
3569,29461page120121213023333526259.html,/profiles/PIF1OSTOROD0P/,[CLOSED] Pickle Lovin' Contest - prize is a beta pickle,"Dear Marketplace, I am in possession of one beta pickle, which I will give FREE to the player who promises to do the most awesome thing with it (or failing that, the player most willing to travel around Ur letting other people hold her/his pickle). Post here what you would do, and I'll select the winner tomorrow! Love always, Eggy"
3570,29483page120121213025412806535.html,/profiles/PHV3SOHNMB52ELG/,",",","
3571,29492page120121213023829856862.html,/profiles/PUV655DJ70B3J9R/,Searching for a Teal and White Triangle Key ...,"anybody have one they'd like to sell or trade?

thanks!  Grimmie"
3572,29505page120121213021831764007.html,/profiles/PA9J5LA451E2LSE/,Selling rube cubi and glove artifact super cheap at my tower,See title :)
3573,29506page120121213021240443899.html,/profiles/PHVE3663QE222O9/,"Want: Scion cubimal and Spork #2.  For Trade: Artefact pieces, choccy eggs and some Pi","Hello,
I'd like to complete my cubimal collection and have at least one complete artefact before I'm unimagined; I need the Scion cubimal and the business end of the platinum spork (part #2).

I can offer in trade:
Glove artefact #3 (the metal finger)
Pendant artefact #3 (with blue gem)
Chicken brick artefact #2 (body section)
6 Gnipperite beads
A complete set of 5 chocolate eggs
3 delicious Pi pies

Any takers?
Cheers,
Bobby C

(How does a Welshman eat dangerous cheese? Caerphilly)"
3574,29514page120121213023029831923.html,/profiles/PUVPVGQA5KL2MN3/,musicblock T-1 [link in comments],Thanks to everyone who helped me listen to this wonderful musicblock!
3575,29519page120121213024924291383.html,/profiles/PHFIPVH38TC2PIV/,Looking for 2 case pieces of the bone butterfly clip.... Have other artifact pieces to trade,"On the 6th floor of my tower... chicken brick piece, large cube piece, metal finger, some apple pieces, platinum spork spoon piece, and a nose piece.  Would love to trade!!"
3576,29525page120121213024019820243.html,/profiles/PHVRLO0EBDC23R1/,edit: see last thread! do you have cube piece?,"if you do, i will pay you VERY well for it. please see me!! it is the only artifact i still need...please!

*insert sad sauce pouty face* 

thanks for thinking of me!"
3577,29528page120121213021332275963.html,/profiles/PHFRJ945A3D2FMO/,My CraftyBot is for Sale on the Auction House!!!!,"http://www.glitch.com/auctions/PHFRJ945A3D2FMO/50a71f93/

I also have a whole bunch of artifacts/pieces/rares etc for sale in my tower. Take care!"
3578,29532page120121213030302006285.html,/profiles/PUVMSU5TM8732L0/,Thank you all!,"Dear Glitchen,

Humbaba appeared to me several days ago and told me that the world as we know it is going to end. I've never been particularly devout, but this has changed the short life I have left. When I donned the robes of her adherents, she was so pleased that she imagined my face into one whose features are those of her creatures.

I have set all my animals free, but there is one final project I must complete before our days are at an end. I must build a shrine to Humbaba, to thank her for her compassion and for all the animals of Ur. Thus, I am seeking emblems and icons of Humbaba, including any rare or unusual items that pay homage to her. Please, contact me however you wish with what you have to offer and for how much, and we can arrange the transaction.

Thank you, friends. I will miss all of you, and there will always be an Ur-sized hole in my heart.

Yet I kind of liked it,
ZenMonkey"
3579,29564page120121213031725707296.html,/profiles/PHV2BEVG9J72SV7/,Party Items,"If any of you read this: www.glitch.com/forum/announ...  you would know i am planning a giant party for TS.

but i need to get a few things. i am willing to pay!

any of the following will help:

For another Tower floor to party on:
1. Urth Blocks
2. Girders
3. wall segements 

drinks and food:
any kind of food or drink will do.

party items:
1. rainbow potions
2. charades potions
3. essence of purple
4. GoC tickets
 and anything else you think is fun.

thats all for now i guess. ( too much stuff? i am working on getting some of this stuff too, so i will edit the list once and a while. )"
3580,29566page120121213021200631997.html,/profiles/PUV8GAJ9SPK2GDN/,"Selling 20 boots, and 3 spoiled strawberry seeds",IM me for your offer :)
3581,29577page120121213024821564581.html,/profiles/PUVS2L05QPF2N3H/,you need Cubimals?,"I have loads in my tower.

let me know if you need one of the rare ones to complete your collection. IM me in game

thanks"
3582,29582page120121213030000687845.html,/profiles/PHF8RR5INDD2KAV/,"Set of 3: Friedrich Nietzsche,  Ayn Rand, Ludwig Wittgenstein Dolls for SALE / RARE ITEM TRADE",im me or send me a mailbox message if interested.
3583,29584page120121213021344952623.html,/profiles/PUVRFHE241H280C/,"has it been your dream to hold some rarer stuff? if i have it, id love to share with you.","i have many rare items including :
old tree poison
old tree poison antidotes (1/1 and just old tree poison antidotes)
draught of am1cability 
easter eggs
glitchmas things
old race tickets and things. 
strawberry seeds
if you would like to hold one of these IM or mail me

If anyone wants to finish a cayonite necklace i have 3-4 bead. IM me!

i really would like to hold SB-1 and dusty stick and things, and to finish an artifact. i have 2 pieces of a glove(the one with 3 fingers and the metal finger). can you help me get these??"
